Input Config,Input String,Asset Name,X,Y,W,H,Alt X,Alt Y,Alt W,Alt H,Compose
INPUT_GAMEPAD_TYPE_PS5,thumbstick l left,SpriteGamepadThumbstickLLeft,12,7,1,1,12,6,1,1,FALSE
INPUT_GAMEPAD_TYPE_PS5,thumbstick l right,SpriteGamepadThumbstickLRight,10,7,1,1,10,6,1,1,FALSE
INPUT_GAMEPAD_TYPE_PS5,thumbstick l up,SpriteGamepadThumbstickLUp,9,7,1,1,9,6,1,1,FALSE
INPUT_GAMEPAD_TYPE_PS5,thumbstick l down,SpriteGamepadThumbstickLDown,11,7,1,1,11,6,1,1,FALSE
INPUT_GAMEPAD_TYPE_PS5,L3,SpriteGamepadL3,16,13,1,1,16,12,1,1,FALSE
INPUT_GAMEPAD_TYPE_PS5,thumbstick r left,SpriteGamepadThumbstickRLeft,12,9,1,1,12,8,1,1,FALSE
INPUT_GAMEPAD_TYPE_PS5,thumbstick r right,SpriteGamepadThumbstickRRight,10,9,1,1,10,8,1,1,FALSE
INPUT_GAMEPAD_TYPE_PS5,thumbstick r up,SpriteGamepadThumbstickRUp,9,9,1,1,9,8,1,1,FALSE
INPUT_GAMEPAD_TYPE_PS5,thumbstick r down,SpriteGamepadThumbstickRDown,11,9,1,1,11,8,1,1,FALSE
INPUT_GAMEPAD_TYPE_PS5,R3,SpriteGamepadR3,16,15,1,1,16,14,1,1,FALSE
